APMC,Commodity,year,Average Difference Raw,Average Difference Deseasonalised,district_name,state_name
pavani,pigeon pea (tur),2016,1925.0,1925.0,bhandara,maharashtra
pusad,black gram,2014,NO MSP,NO MSP,yewatmal,maharashtra
pusad,black gram,2015,NO MSP,NO MSP,yewatmal,maharashtra
pusad,black gram,2016,NO MSP,NO MSP,yewatmal,maharashtra
amalner,coriander (dry),2014,NO MSP,NO MSP,jalgaon,maharashtra
amalner,coriander (dry),2015,NO MSP,NO MSP,jalgaon,maharashtra
amalner,coriander (dry),2016,NO MSP,NO MSP,jalgaon,maharashtra
pusad,wheat(husked),2014,0.6666666666667425,-398.33333333333326,yewatmal,maharashtra
pusad,wheat(husked),2015,-14.299999999999955,-18.5,yewatmal,maharashtra
pusad,wheat(husked),2016,NO MSP,NO MSP,yewatmal,maharashtra
shrirampur,shevga,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,shevga,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,shevga,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
devala,cowpea,2014,NO MSP,NO MSP,nasik,maharashtra
devala,cowpea,2015,NO MSP,NO MSP,nasik,maharashtra
devala,cowpea,2016,NO MSP,NO MSP,nasik,maharashtra
ramtek,mustard,2015,-516.6666666666665,-516.6666666666665,nagpur,maharashtra
ramtek,mustard,2016,NO MSP,NO MSP,nagpur,maharashtra
pusad,pigeon pea (tur),2014,251.33333333333303,-900.3333333333335,yewatmal,maharashtra
pusad,pigeon pea (tur),2015,2478.625,2394.875,yewatmal,maharashtra
pusad,pigeon pea (tur),2016,2663.6000000000004,2167.6000000000004,yewatmal,maharashtra
majalgaon,black gram,2016,NO MSP,NO MSP,beed,maharashtra
nashik,green chilli,2014,NO MSP,NO MSP,nasik,maharashtra
nashik,green chilli,2015,NO MSP,NO MSP,nasik,maharashtra
nashik,green chilli,2016,NO MSP,NO MSP,nasik,maharashtra
chandrapur-ganjwad,ladies finger,2014,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,ladies finger,2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,ladies finger,2016,NO MSP,NO MSP,chandrapur,maharashtra
rajura,soybean,2014,NO MSP,NO MSP,chandrapur,maharashtra
rajura,soybean,2015,NO MSP,NO MSP,chandrapur,maharashtra
rajura,soybean,2016,NO MSP,NO MSP,chandrapur,maharashtra
rahata,papai,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
shevgaon,wheat(husked),2014,5.75,-403.5,ahmadnagar,maharashtra
shevgaon,wheat(husked),2015,-87.33333333333326,-84.08333333333326,ahmadnagar,maharashtra
shevgaon,wheat(husked),2016,NO MSP,NO MSP,ahmadnagar,maharashtra
aurangabad,soybean,2014,NO MSP,NO MSP,aurangabad,maharashtra
naigaon,black gram,2014,NO MSP,NO MSP,nanded,maharashtra
naigaon,black gram,2015,NO MSP,NO MSP,nanded,maharashtra
naigaon,black gram,2016,NO MSP,NO MSP,nanded,maharashtra
ratanagari,ground nut pods (dry),2014,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,ground nut pods (dry),2015,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,ground nut pods (dry),2016,NO MSP,NO MSP,ratnagiri,maharashtra
jalgaon-masawat,green gram,2016,NO MSP,NO MSP,jalgaon,maharashtra
vai,ridge gourd,2014,NO MSP,NO MSP,satara,maharashtra
vai,ridge gourd,2015,NO MSP,NO MSP,satara,maharashtra
vai,ridge gourd,2016,NO MSP,NO MSP,satara,maharashtra
shrirampur,bottle gourd,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,bottle gourd,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,bottle gourd,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
ahmednagar,bottle gourd,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
ahmednagar,bottle gourd,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
kolhapur-malkapur,squash gourd,2016,NO MSP,NO MSP,kolhapur,maharashtra
mumbai,bajri,2014,250.0,250.0,mumbai,maharashtra
jamkhed,pigeon pea (tur),2014,458.0,458.0,ahmadnagar,maharashtra
jamkhed,pigeon pea (tur),2015,1261.5,1261.5,ahmadnagar,maharashtra
jamkhed,pigeon pea (tur),2016,1948.875,1948.875,ahmadnagar,maharashtra
aarni,wheat(husked),2014,-194.5,-194.5,yewatmal,maharashtra
aarni,wheat(husked),2015,-344.79999999999995,-344.79999999999995,yewatmal,maharashtra
aarni,wheat(husked),2016,NO MSP,NO MSP,yewatmal,maharashtra
manwat,sorgum(jawar),2015,-303.20000000000005,-303.20000000000005,parbhani,maharashtra
manwat,sorgum(jawar),2016,39.16666666666674,39.16666666666674,parbhani,maharashtra
bhandara,green peas (dry),2015,NO MSP,NO MSP,bhandara,maharashtra
bhandara,green peas (dry),2016,NO MSP,NO MSP,bhandara,maharashtra
nashik,green-peas,2014,NO MSP,NO MSP,nasik,maharashtra
nashik,green-peas,2015,NO MSP,NO MSP,nasik,maharashtra
nashik,green-peas,2016,NO MSP,NO MSP,nasik,maharashtra
sangali,horse gram,2015,NO MSP,NO MSP,sangli,maharashtra
sangali,horse gram,2016,NO MSP,NO MSP,sangli,maharashtra
kalmeshwar,sorgum(jawar),2015,-290.0,-290.0,nagpur,maharashtra
arvi,cotton,2014,137.66666666666652,-1409.3333333333335,wardha,maharashtra
arvi,cotton,2015,241.77777777777783,140.22222222222217,wardha,maharashtra
arvi,cotton,2016,923.125,211.25,wardha,maharashtra
babhulgaon,soybean,2014,NO MSP,NO MSP,yewatmal,maharashtra
babhulgaon,soybean,2015,NO MSP,NO MSP,yewatmal,maharashtra
babhulgaon,soybean,2016,NO MSP,NO MSP,yewatmal,maharashtra
navapur,soybean,2015,NO MSP,NO MSP,nandurbar,maharashtra
navapur,soybean,2016,NO MSP,NO MSP,nandurbar,maharashtra
ahmednagar,chikoo,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
khed (shel pimpalgaon),methi (bhaji),2014,NO MSP,NO MSP,pune,maharashtra
atpadi,maize,2015,76.0,-71.59999999999991,sangli,maharashtra
atpadi,maize,2016,75.0,82.0,sangli,maharashtra
lohara,maize,2015,-25.0,-25.0,osmanabad,maharashtra
lohara,maize,2016,35.0,35.0,osmanabad,maharashtra
umared,sorgum(jawar),2014,55.0,-95.5,nagpur,maharashtra
umared,sorgum(jawar),2015,-79.0,-96.0,nagpur,maharashtra
umared,sorgum(jawar),2016,257.2222222222222,208.44444444444434,nagpur,maharashtra
shirur,horse gram,2016,NO MSP,NO MSP,pune,maharashtra
jalkot,green gram,2014,NO MSP,NO MSP,latur,maharashtra
jalkot,green gram,2015,NO MSP,NO MSP,latur,maharashtra
jalkot,green gram,2016,NO MSP,NO MSP,latur,maharashtra
vasai,onion,2014,NO MSP,NO MSP,thane,maharashtra
vasai,onion,2015,NO MSP,NO MSP,thane,maharashtra
vasai,onion,2016,NO MSP,NO MSP,thane,maharashtra
jalgaon jamod-aasalgaon,sorgum(jawar),2014,-462.75,-779.0,buldhana,maharashtra
jalgaon jamod-aasalgaon,sorgum(jawar),2015,-467.66666666666674,-477.58333333333326,buldhana,maharashtra
jalgaon jamod-aasalgaon,sorgum(jawar),2016,-448.1111111111111,-561.1111111111111,buldhana,maharashtra
daryapur,cotton,2014,250.0,250.0,amaravathi,maharashtra
daryapur,cotton,2015,238.0,238.0,amaravathi,maharashtra
paithan,green gram,2015,NO MSP,NO MSP,aurangabad,maharashtra
paithan,green gram,2016,NO MSP,NO MSP,aurangabad,maharashtra
pune-pimpri,pavata,2015,NO MSP,NO MSP,pune,maharashtra
solapur,papai,2014,NO MSP,NO MSP,solapur,maharashtra
solapur,papai,2015,NO MSP,NO MSP,solapur,maharashtra
solapur,papai,2016,NO MSP,NO MSP,solapur,maharashtra
pulgaon,pigeon pea (tur),2014,-350.0,-2350.0,wardha,maharashtra
pulgaon,pigeon pea (tur),2015,1447.875,1312.125,wardha,maharashtra
pulgaon,pigeon pea (tur),2016,2764.75,2818.375,wardha,maharashtra
pachora,green gram,2015,NO MSP,NO MSP,jalgaon,maharashtra
pachora,green gram,2016,NO MSP,NO MSP,jalgaon,maharashtra
wardha,sorgum(jawar),2014,330.0,330.0,wardha,maharashtra
wardha,sorgum(jawar),2015,-220.33333333333326,-220.33333333333326,wardha,maharashtra
wardha,sorgum(jawar),2016,-332.57142857142867,-332.57142857142867,wardha,maharashtra
akluj,cabbage,2014,NO MSP,NO MSP,solapur,maharashtra
akluj,cabbage,2015,NO MSP,NO MSP,solapur,maharashtra
akluj,cabbage,2016,NO MSP,NO MSP,solapur,maharashtra
ratanagari,cabbage,2014,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,cabbage,2015,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,cabbage,2016,NO MSP,NO MSP,ratnagiri,maharashtra
yeola,matki,2016,NO MSP,NO MSP,nasik,maharashtra
chandrapur,bor,2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur,bor,2016,NO MSP,NO MSP,chandrapur,maharashtra
kalyan (cattle market),cow,2016,NO MSP,NO MSP,thane,maharashtra
umared,chillies(red),2014,NO MSP,NO MSP,nagpur,maharashtra
umared,chillies(red),2015,NO MSP,NO MSP,nagpur,maharashtra
umared,chillies(red),2016,NO MSP,NO MSP,nagpur,maharashtra
jalgaon,sorgum(jawar),2014,-183.75,-676.0,jalgaon,maharashtra
jalgaon,sorgum(jawar),2015,-302.08333333333326,-283.75,jalgaon,maharashtra
jalgaon,sorgum(jawar),2016,19.09999999999991,-300.5,jalgaon,maharashtra
yawal,ground nut pods (dry),2016,NO MSP,NO MSP,jalgaon,maharashtra
pune-pimpri,capsicum,2015,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,capsicum,2016,NO MSP,NO MSP,pune,maharashtra
sinner,green gram,2014,NO MSP,NO MSP,nasik,maharashtra
sinner,green gram,2015,NO MSP,NO MSP,nasik,maharashtra
sinner,green gram,2016,NO MSP,NO MSP,nasik,maharashtra
pune,mango,2015,NO MSP,NO MSP,pune,maharashtra
pune-manjri,cluster bean,2014,NO MSP,NO MSP,pune,maharashtra
pune-manjri,cluster bean,2015,NO MSP,NO MSP,pune,maharashtra
pune-manjri,cluster bean,2016,NO MSP,NO MSP,pune,maharashtra
gadchiroli,paddy-unhusked,2014,501.25,-127.0,gadchiroli,maharashtra
gadchiroli,paddy-unhusked,2015,206.18181818181824,220.909090909091,gadchiroli,maharashtra
gadchiroli,paddy-unhusked,2016,304.27272727272725,175.0,gadchiroli,maharashtra
umarga,hemp-seed,2015,NO MSP,NO MSP,osmanabad,maharashtra
purna,pigeon pea (tur),2014,-150.0,-2013.0,parbhani,maharashtra
purna,pigeon pea (tur),2015,2056.2857142857147,1637.4285714285716,parbhani,maharashtra
purna,pigeon pea (tur),2016,2600.5,2525.125,parbhani,maharashtra
kalvan,bajri,2014,-153.66666666666674,-364.66666666666663,nasik,maharashtra
kalvan,bajri,2015,-58.08333333333326,-55.91666666666674,nasik,maharashtra
kalvan,bajri,2016,104.79999999999995,20.0,nasik,maharashtra
varud,wheat(husked),2016,NO MSP,NO MSP,amaravathi,maharashtra
bhiwapur,chillies(red),2014,NO MSP,NO MSP,nagpur,maharashtra
bhiwapur,chillies(red),2015,NO MSP,NO MSP,nagpur,maharashtra
bhiwapur,chillies(red),2016,NO MSP,NO MSP,nagpur,maharashtra
ner parasopant,wheat(husked),2014,7.5,7.5,yewatmal,maharashtra
ner parasopant,wheat(husked),2015,-209.83333333333326,-209.83333333333326,yewatmal,maharashtra
ner parasopant,wheat(husked),2016,NO MSP,NO MSP,yewatmal,maharashtra
khamgaon,sheep,2015,NO MSP,NO MSP,buldhana,maharashtra
khamgaon,sheep,2016,NO MSP,NO MSP,buldhana,maharashtra
islampur,ginger (fresh),2016,NO MSP,NO MSP,sangli,maharashtra
ghoti,cucumber,2014,NO MSP,NO MSP,nasik,maharashtra
ghoti,cucumber,2015,NO MSP,NO MSP,nasik,maharashtra
ghoti,cucumber,2016,NO MSP,NO MSP,nasik,maharashtra
kamthi,custard apple,2014,NO MSP,NO MSP,nagpur,maharashtra
kamthi,custard apple,2015,NO MSP,NO MSP,nagpur,maharashtra
kamthi,custard apple,2016,NO MSP,NO MSP,nagpur,maharashtra
malkapur,onion,2014,NO MSP,NO MSP,buldhana,maharashtra
malkapur,onion,2015,NO MSP,NO MSP,buldhana,maharashtra
malkapur,onion,2016,NO MSP,NO MSP,buldhana,maharashtra
chandrapur,custard apple,2016,NO MSP,NO MSP,chandrapur,maharashtra
junnar (bhlhe),male goat,2016,NO MSP,NO MSP,pune,maharashtra
ghoti,ladies finger,2014,NO MSP,NO MSP,nasik,maharashtra
ghoti,ladies finger,2015,NO MSP,NO MSP,nasik,maharashtra
ghoti,ladies finger,2016,NO MSP,NO MSP,nasik,maharashtra
pune-manjri,onion,2014,NO MSP,NO MSP,pune,maharashtra
pune-manjri,onion,2015,NO MSP,NO MSP,pune,maharashtra
pune-manjri,onion,2016,NO MSP,NO MSP,pune,maharashtra
gangakhed,sorgum(jawar),2014,-100.0,-100.0,parbhani,maharashtra
gangakhed,sorgum(jawar),2016,8.0,8.0,parbhani,maharashtra
majalgaon,safflower,2015,-800.0,-800.0,beed,maharashtra
majalgaon,safflower,2016,NO MSP,NO MSP,beed,maharashtra
amarawati-fruit and vegetables,papai,2016,NO MSP,NO MSP,amaravathi,maharashtra
jalkot,sunflower,2015,-500.0,-500.0,latur,maharashtra
jalkot,sunflower,2016,-1158.0,-1158.0,latur,maharashtra
amarawati,coriander  ,2015,NO MSP,NO MSP,amaravathi,maharashtra
amarawati,coriander  ,2016,NO MSP,NO MSP,amaravathi,maharashtra
akluj,ground nut pods (dry),2014,NO MSP,NO MSP,solapur,maharashtra
akluj,ground nut pods (dry),2015,NO MSP,NO MSP,solapur,maharashtra
akluj,ground nut pods (dry),2016,NO MSP,NO MSP,solapur,maharashtra
aurad shahajani,gram,2015,NO MSP,NO MSP,latur,maharashtra
aurad shahajani,gram,2016,NO MSP,NO MSP,latur,maharashtra
chandrapur-ganjwad,chavli (shenga ),2014,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,chavli (shenga ),2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,chavli (shenga ),2016,NO MSP,NO MSP,chandrapur,maharashtra
manchar,bottle gourd,2014,NO MSP,NO MSP,pune,maharashtra
manchar,bottle gourd,2015,NO MSP,NO MSP,pune,maharashtra
manchar,bottle gourd,2016,NO MSP,NO MSP,pune,maharashtra
jintur,black gram,2014,NO MSP,NO MSP,parbhani,maharashtra
jintur,black gram,2015,NO MSP,NO MSP,parbhani,maharashtra
jintur,black gram,2016,NO MSP,NO MSP,parbhani,maharashtra
akkalkuwa,green gram,2015,NO MSP,NO MSP,nandurbar,maharashtra
akkalkuwa,green gram,2016,NO MSP,NO MSP,nandurbar,maharashtra
pune,arvi,2014,NO MSP,NO MSP,pune,maharashtra
pune,arvi,2015,NO MSP,NO MSP,pune,maharashtra
pune,arvi,2016,NO MSP,NO MSP,pune,maharashtra
bhokar,sunflower,2014,-50.0,-50.0,nanded,maharashtra
bhokar,sunflower,2015,-722.25,-722.25,nanded,maharashtra
bhokar,sunflower,2016,-505.0,-505.0,nanded,maharashtra
solapur,sorgum(jawar),2014,230.0,-470.25,solapur,maharashtra
solapur,sorgum(jawar),2015,149.79999999999995,113.79999999999995,solapur,maharashtra
solapur,sorgum(jawar),2016,239.27272727272725,9.909090909090992,solapur,maharashtra
wardha,sesamum,2016,1200.0,1200.0,wardha,maharashtra
nashik-devlali,coriander ,2016,NO MSP,NO MSP,nasik,maharashtra
pathari,pigeon pea (tur),2015,1623.5,971.3999999999996,parbhani,maharashtra
pathari,pigeon pea (tur),2016,1906.0,1667.5,parbhani,maharashtra
shrirampur,soybean,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,soybean,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,soybean,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
naigaon,green gram,2014,NO MSP,NO MSP,nanded,maharashtra
naigaon,green gram,2015,NO MSP,NO MSP,nanded,maharashtra
naigaon,green gram,2016,NO MSP,NO MSP,nanded,maharashtra
nashik,potato,2014,NO MSP,NO MSP,nasik,maharashtra
nashik,potato,2015,NO MSP,NO MSP,nasik,maharashtra
nashik,potato,2016,NO MSP,NO MSP,nasik,maharashtra
jalgaon-masawat,black gram,2016,NO MSP,NO MSP,jalgaon,maharashtra
nagpur,pumpkin,2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,pumpkin,2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,pumpkin,2016,NO MSP,NO MSP,nagpur,maharashtra
sindkhed raja,neem-seed,2016,NO MSP,NO MSP,buldhana,maharashtra
mehkar,maize,2014,-381.0,-749.0,buldhana,maharashtra
mehkar,maize,2015,-209.0,-290.7777777777778,buldhana,maharashtra
mehkar,maize,2016,-1.8888888888889142,-206.44444444444434,buldhana,maharashtra
umarkhed,soybean,2014,NO MSP,NO MSP,yewatmal,maharashtra
umarkhed,soybean,2015,NO MSP,NO MSP,yewatmal,maharashtra
umarkhed,soybean,2016,NO MSP,NO MSP,yewatmal,maharashtra
sangli-phale bhajipalam,potato,2015,NO MSP,NO MSP,sangli,maharashtra
sangli-phale bhajipalam,potato,2016,NO MSP,NO MSP,sangli,maharashtra
solapur,coriander  ,2014,NO MSP,NO MSP,solapur,maharashtra
solapur,coriander  ,2015,NO MSP,NO MSP,solapur,maharashtra
solapur,coriander  ,2016,NO MSP,NO MSP,solapur,maharashtra
ahmednagar,brinjal,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
ahmednagar,brinjal,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
kolhapur,snake gourd,2015,NO MSP,NO MSP,kolhapur,maharashtra
kolhapur,snake gourd,2016,NO MSP,NO MSP,kolhapur,maharashtra
palghar(bevur),paddy-unhusked,2016,-60.0,-60.0,thane,maharashtra
shrirampur,sesamum,2015,7400.0,7400.0,ahmadnagar,maharashtra
kille dharur,sorgum(jawar),2014,142.5,-336.25,beed,maharashtra
kille dharur,sorgum(jawar),2015,533.3333333333335,415.83333333333326,beed,maharashtra
kille dharur,sorgum(jawar),2016,52.818181818181756,-143.0,beed,maharashtra
ramtek,zendu,2015,NO MSP,NO MSP,nagpur,maharashtra
ramtek,zendu,2016,NO MSP,NO MSP,nagpur,maharashtra
amarawati,cotton,2015,441.5,441.5,amaravathi,maharashtra
amarawati,cotton,2016,958.8571428571431,958.8571428571431,amaravathi,maharashtra
nandurbar,matki,2015,NO MSP,NO MSP,nandurbar,maharashtra
nandurbar,matki,2016,NO MSP,NO MSP,nandurbar,maharashtra
shirur,indian bean,2014,NO MSP,NO MSP,pune,maharashtra
shirur,indian bean,2015,NO MSP,NO MSP,pune,maharashtra
shirur,indian bean,2016,NO MSP,NO MSP,pune,maharashtra
aheri,linseed,2015,NO MSP,NO MSP,gadchiroli,maharashtra
aheri,linseed,2016,NO MSP,NO MSP,gadchiroli,maharashtra
washim,gram,2014,NO MSP,NO MSP,wasim,maharashtra
washim,gram,2015,NO MSP,NO MSP,wasim,maharashtra
washim,gram,2016,NO MSP,NO MSP,wasim,maharashtra
shrigonda,sunflower,2016,-233.5,-233.5,ahmadnagar,maharashtra
nandura,wheat(husked),2014,-51.25,-565.0,buldhana,maharashtra
nandura,wheat(husked),2015,-165.63636363636374,-179.5454545454545,buldhana,maharashtra
nandura,wheat(husked),2016,NO MSP,NO MSP,buldhana,maharashtra
osmanabad,ghevda,2014,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,ghevda,2015,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,ghevda,2016,NO MSP,NO MSP,osmanabad,maharashtra
devala,black gram,2014,NO MSP,NO MSP,nasik,maharashtra
devala,black gram,2015,NO MSP,NO MSP,nasik,maharashtra
devala,black gram,2016,NO MSP,NO MSP,nasik,maharashtra
osmanabad,bitter gourd,2014,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,bitter gourd,2015,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,bitter gourd,2016,NO MSP,NO MSP,osmanabad,maharashtra
kada,cowpea,2016,NO MSP,NO MSP,beed,maharashtra
barshi,ground nut pods (dry),2014,NO MSP,NO MSP,solapur,maharashtra
barshi,ground nut pods (dry),2015,NO MSP,NO MSP,solapur,maharashtra
barshi,ground nut pods (dry),2016,NO MSP,NO MSP,solapur,maharashtra
mandhal,soybean,2014,NO MSP,NO MSP,nagpur,maharashtra
mandhal,soybean,2015,NO MSP,NO MSP,nagpur,maharashtra
mandhal,soybean,2016,NO MSP,NO MSP,nagpur,maharashtra
jamner,sorgum(jawar),2015,-20.0,-20.0,jalgaon,maharashtra
deglur,black gram,2014,NO MSP,NO MSP,nanded,maharashtra
deglur,black gram,2015,NO MSP,NO MSP,nanded,maharashtra
deglur,black gram,2016,NO MSP,NO MSP,nanded,maharashtra
kille dharur,black gram,2014,NO MSP,NO MSP,beed,maharashtra
kille dharur,black gram,2015,NO MSP,NO MSP,beed,maharashtra
kille dharur,black gram,2016,NO MSP,NO MSP,beed,maharashtra
mumbai,capsicum,2014,NO MSP,NO MSP,mumbai,maharashtra
mumbai,capsicum,2015,NO MSP,NO MSP,mumbai,maharashtra
mumbai,capsicum,2016,NO MSP,NO MSP,mumbai,maharashtra
murum,bajri,2014,119.25,-79.75,osmanabad,maharashtra
murum,bajri,2015,164.5,170.0,osmanabad,maharashtra
murum,bajri,2016,277.75,158.625,osmanabad,maharashtra
kamthi,lemon,2014,NO MSP,NO MSP,nagpur,maharashtra
kamthi,lemon,2015,NO MSP,NO MSP,nagpur,maharashtra
kamthi,lemon,2016,NO MSP,NO MSP,nagpur,maharashtra
pune-pimpri,chillies(red),2015,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,chillies(red),2016,NO MSP,NO MSP,pune,maharashtra
kalyan,wheat(husked),2015,483.375,353.75,thane,maharashtra
kalyan,wheat(husked),2016,NO MSP,NO MSP,thane,maharashtra
deglur,pigeon pea (tur),2015,3608.0,3608.0,nanded,maharashtra
deglur,pigeon pea (tur),2016,2848.666666666667,2848.666666666667,nanded,maharashtra
dharni,sorgum(jawar),2015,-490.0,-490.0,amaravathi,maharashtra
dharni,sorgum(jawar),2016,-258.63636363636374,-258.63636363636374,amaravathi,maharashtra
akole,paddy-unhusked,2014,71.25,-381.0,ahmadnagar,maharashtra
akole,paddy-unhusked,2015,44.818181818181756,43.09090909090901,ahmadnagar,maharashtra
akole,paddy-unhusked,2016,27.272727272727252,-76.5454545454545,ahmadnagar,maharashtra
vaijapur,tamarind,2015,NO MSP,NO MSP,aurangabad,maharashtra
vaijapur,tamarind,2016,NO MSP,NO MSP,aurangabad,maharashtra
kalvan,wheat(husked),2014,-3.6666666666667425,-410.0,nasik,maharashtra
kalvan,wheat(husked),2015,-36.55555555555566,-41.55555555555566,nasik,maharashtra
kalvan,wheat(husked),2016,NO MSP,NO MSP,nasik,maharashtra
pune-manjri,goosefoot,2014,NO MSP,NO MSP,pune,maharashtra
pune-manjri,goosefoot,2016,NO MSP,NO MSP,pune,maharashtra
mumbai-fruit market,orange,2016,NO MSP,NO MSP,mumbai,maharashtra
jalgaon,green-peas,2015,NO MSP,NO MSP,jalgaon,maharashtra
nandurbar,safflower,2015,-786.5,-786.5,nandurbar,maharashtra
nandurbar,safflower,2016,NO MSP,NO MSP,nandurbar,maharashtra
sindi (selu),wheat(husked),2015,-225.0,-225.0,wardha,maharashtra
sindi (selu),wheat(husked),2016,NO MSP,NO MSP,wardha,maharashtra
pandharpur,chikoo,2014,NO MSP,NO MSP,solapur,maharashtra
pandharpur,chikoo,2015,NO MSP,NO MSP,solapur,maharashtra
pandharpur,chikoo,2016,NO MSP,NO MSP,solapur,maharashtra
bhandara,rice(paddy-hus),2014,1802.0,229.0,bhandara,maharashtra
bhandara,rice(paddy-hus),2015,989.1666666666665,987.6666666666665,bhandara,maharashtra
bhandara,rice(paddy-hus),2016,1347.0,1043.3636363636365,bhandara,maharashtra
rahuri,orange,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahuri,orange,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
pen,rice(paddy-hus),2014,2145.75,913.25,raigad,maharashtra
pen,rice(paddy-hus),2015,2086.181818181818,2012.818181818182,raigad,maharashtra
pen,rice(paddy-hus),2016,1991.6363636363635,1480.909090909091,raigad,maharashtra
manmad,bajri,2014,-60.5,-493.75,nasik,maharashtra
manmad,bajri,2015,6.5,-15.333333333333258,nasik,maharashtra
manmad,bajri,2016,202.55555555555566,-42.66666666666674,nasik,maharashtra
navapur,methi (bhaji),2016,NO MSP,NO MSP,nandurbar,maharashtra
tumsar,gram,2014,NO MSP,NO MSP,bhandara,maharashtra
tumsar,gram,2015,NO MSP,NO MSP,bhandara,maharashtra
tumsar,gram,2016,NO MSP,NO MSP,bhandara,maharashtra
sangli-phale bhajipalam,garlic,2015,NO MSP,NO MSP,sangli,maharashtra
sangli-phale bhajipalam,garlic,2016,NO MSP,NO MSP,sangli,maharashtra
jafrabad,castor seed,2015,NO MSP,NO MSP,jalna,maharashtra
goregaon,paddy-unhusked,2014,93.0,93.0,gondiya,maharashtra
goregaon,paddy-unhusked,2015,54.33333333333326,54.33333333333326,gondiya,maharashtra
goregaon,paddy-unhusked,2016,-43.5,-43.5,gondiya,maharashtra
nagpur,melon,2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,melon,2016,NO MSP,NO MSP,nagpur,maharashtra
shrirampur,spinach,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
barshi,cabbage,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,cabbage,2015,NO MSP,NO MSP,solapur,maharashtra
barshi,cabbage,2016,NO MSP,NO MSP,solapur,maharashtra
pune-manjri,groundnut pods (wet),2016,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,safflower,2016,NO MSP,NO MSP,pune,maharashtra
pimpalgaon basawant,pomegranate,2014,NO MSP,NO MSP,nasik,maharashtra
pimpalgaon basawant,pomegranate,2015,NO MSP,NO MSP,nasik,maharashtra
pimpalgaon basawant,pomegranate,2016,NO MSP,NO MSP,nasik,maharashtra
sangamner,mustard,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
amarawati-fruit and vegetables,mango,2016,NO MSP,NO MSP,amaravathi,maharashtra
jalna-badnapur,black gram,2014,NO MSP,NO MSP,jalna,maharashtra
jalna-badnapur,black gram,2016,NO MSP,NO MSP,jalna,maharashtra
bori,bajri,2016,170.0,170.0,parbhani,maharashtra
nagpur,pomegranate,2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,pomegranate,2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,pomegranate,2016,NO MSP,NO MSP,nagpur,maharashtra
tumsar,linseed,2014,NO MSP,NO MSP,bhandara,maharashtra
tumsar,linseed,2015,NO MSP,NO MSP,bhandara,maharashtra
tumsar,linseed,2016,NO MSP,NO MSP,bhandara,maharashtra
sinner,wheat(husked),2014,120.25,-451.5,nasik,maharashtra
sinner,wheat(husked),2015,-7.0,-18.833333333333258,nasik,maharashtra
sinner,wheat(husked),2016,NO MSP,NO MSP,nasik,maharashtra
buldhana-dhad,wheat(husked),2016,NO MSP,NO MSP,buldhana,maharashtra
kolhapur,cluster bean,2015,NO MSP,NO MSP,kolhapur,maharashtra
kolhapur,cluster bean,2016,NO MSP,NO MSP,kolhapur,maharashtra
sindi (selu),gram,2016,NO MSP,NO MSP,wardha,maharashtra
